	# GEO Accession	Sample Name	Experiment	NA Accession	Center	SRA Run Selector	GEO FTP	Embargo end date	SRR	modus
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019524	SINGLE
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019525	SINGLE
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019526	SINGLE
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019527	SINGLE
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019528	SINGLE
14	GSM432685	H1 cell line	Bisulfite-Seq	NA000020920.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006789	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432685/suppl/	2010-07-13	SRR019529	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019565	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019566	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019567	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019568	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019569	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019570	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019571	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019572	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019573	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019574	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019575	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019576	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019577	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019578	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019579	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019580	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019581	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019582	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019583	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019584	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019585	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019586	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019587	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019588	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019589	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019590	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019591	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019592	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019593	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019594	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019595	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019596	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019597	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019598	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019599	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019600	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019601	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019602	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019603	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019604	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019605	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019606	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019607	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019608	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019609	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019610	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019611	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019612	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019613	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019614	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019615	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019616	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019617	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019618	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019619	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR019620	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020276	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020277	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020278	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020279	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020280	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020281	SINGLE
15	GSM432686	H1 cell line	Bisulfite-Seq	NA000006941.2	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006782	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432686/suppl/	2010-07-13	SRR020282	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019634	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019635	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019636	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019637	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019638	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019639	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019640	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019641	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019642	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019643	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019644	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019645	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019646	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019647	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019648	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019649	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019650	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019651	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019652	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019653	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019654	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR019655	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020062	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020063	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020064	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020065	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020066	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020067	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020068	SINGLE
16	GSM432687	IMR90 cell line	Bisulfite-Seq	NA000020923.1	UCSD	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006783	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432687/suppl/	2010-07-13	SRR020069	SINGLE
